5201,贵阳市,520181,清镇市,2,2,专科（高职）,3301,贵州装备制造职业学院,公办,52,贵州,理工类,
1301,石家庄市,130102,长安区,2,2,专科（高职）,724,河北艺术职业学院,公办,13,河北,艺术类,
6501,乌鲁木齐市,650105,水磨沟区,2,2,普通本科,2079,新疆天山职业技术大学,民办,65,新疆,综合类,
5301,昆明市,530111,官渡区,2,2,专科（高职）,2186,昆明艺术职业学院,民办,53,云南,艺术类,
2110,辽阳市,0,,2,2,专科（高职）,1681,辽阳职业技术学院,公办,21,辽宁,综合类,
1501,呼和浩特市,150105,赛罕区,2,2,专科（高职）,1637,内蒙古丰州职业学院,民办,15,内蒙古,综合类,
4201,武汉市,0,,2,2,专科（高职）,1980,武汉科技职业学院,民办,42,湖北,理工类,
6401,银川市,640105,西夏区,2,2,专科（高职）,2286,宁夏警官职业学院,公办,64,宁夏,政法类,
1302,唐山市,130202,路南区,2,2,专科（高职）,744,唐山科技职业技术学院,公办,13,河北,理工类,
1503,乌海市,0,,2,2,专科（高职）,1632,乌海职业技术学院,公办,15,内蒙古,理工类,
4101,郑州市,410171,郑州经济技术开发区,2,2,专科（高职）,1944,郑州电力职业技术学院,民办,41,河南,理工类,
2101,沈阳市,0,,2,2,专科（高职）,2651,辽宁城市建设职业技术学院,公办,21,辽宁,理工类,
3705,东营市,0,,2,2,专科（高职）,2116,山东胜利职业学院,公办,37,山东,理工类,
6301,西宁市,0,,2,2,专科（高职）,2278,青海卫生职业技术学院,公办,63,青海,医药类,
3418,宣城市,0,,2,2,专科（高职）,1826,宣城职业技术学院,公办,34,安徽,理工类,
6110,商洛市,0,,2,2,专科（高职）,2245,商洛职业技术学院,公办,61,陕西,综合类,
4101,郑州市,410182,荥阳市,2,2,专科（高职）,2677,郑州信息工程职业学院,民办,41,河南,理工类,
3401,合肥市,340104,蜀山区,2,2,普通本科,2971,陆军炮兵防空兵学院,公办,34,安徽,军事类,
2327,大兴安岭地区,232701,加格达奇区,2,2,专科（高职）,709,大兴安岭职业学院,公办,23,黑龙江,综合类,
4601,海口市,460105,秀英区,2,2,专科（高职）,3485,海南卫生健康职业学院,公办,46,海南,医药类,
5227,黔南布依族苗族自治州,522723,贵定县,2,2,专科（高职）,3299,贵州护理职业技术学院,公办,52,贵州,医药类,
3707,潍坊市,370772,潍坊滨海经济技术开发区,2,2,专科（高职）,2119,山东化工职业学院,公办,37,山东,综合类,
5301,昆明市,530103,盘龙区,2,2,专科（高职）,2178,云南机电职业技术学院,公办,53,云南,理工类,
3507,南平市,0,,2,2,专科（高职）,1868,福建林业职业技术学院,公办,35,福建,农林类,
3301,杭州市,0,,2,2,专科（高职）,1793,浙江育英职业技术学院,民办,33,浙江,财经类,
6201,兰州市,620171,兰州新区,2,2,专科（高职）,3154,甘肃卫生职业学院,公办,62,甘肃,医药类,
4113,南阳市,411303,卧龙区,2,2,专科（高职）,3214,南阳农业职业学院,公办,41,河南,农林类,
4452,揭阳市,0,,2,2,专科（高职）,975,潮汕职业技术学院,民办,44,广东,综合类,
5206,铜仁市,520602,碧江区,2,2,专科（高职）,3229,铜仁幼儿师范高等专科学校,公办,52,贵州,师范类,
1301,石家庄市,130102,长安区,2,2,专科（高职）,2310,石家庄科技职业学院,民办,13,河北,理工类,
5331,德宏傣族景颇族自治州,0,,2,2,专科（高职）,2522,德宏职业学院,公办,53,云南,综合类,
3506,漳州市,0,,2,2,专科（高职）,1886,漳州城市职业学院,公办,35,福建,综合类,
3605,新余市,360502,渝水区,2,2,专科（高职）,2441,江西新能源科技职业学院,民办,36,江西,综合类,
1302,唐山市,0,,2,2,专科（高职）,3274,曹妃甸职业技术学院,民办,13,河北,综合类,
6532,和田地区,0,,2,2,专科（高职）,2065,和田师范专科学校,公办,65,新疆,师范类,
4301,长沙市,0,,2,2,专科（高职）,1055,保险职业学院,公办,43,湖南,财经类,
4303,湘潭市,430373,湘潭九华示范区,2,2,普通本科,2042,湖南软件职业技术大学,民办,43,湖南,理工类,
1304,邯郸市,130481,武安市,2,2,专科（高职）,3487,邯郸幼儿师范高等专科学校,公办,13,河北,师范类,
1401,太原市,140109,万柏林区,2,2,专科（高职）,2861,山西青年职业学院,公办,14,山西,综合类,
1201,天津市,120105,河北区,2,2,专科（高职）,849,天津工艺美术职业学院,公办,12,天津,艺术类,
1308,承德市,130802,双桥区,2,2,专科（高职）,3419,承德应用技术职业学院,公办,13,河北,其他,
2102,大连市,0,,2,2,专科（高职）,2357,大连汽车职业技术学院,民办,21,辽宁,理工类,
4205,宜昌市,0,,2,2,专科（高职）,2457,三峡旅游职业技术学院,公办,42,湖北,综合类,
4101,郑州市,410184,新郑市,2,2,专科（高职）,2676,郑州理工职业学院,民办,41,河南,理工类,
3401,合肥市,0,,2,2,专科（高职）,1833,安徽中澳科技职业学院,公办,34,安徽,理工类,
1306,保定市,130602,竞秀区,2,2,专科（高职）,3126,保定幼儿师范高等专科学校,公办,13,河北,师范类,
4504,梧州市,0,,2,2,专科（高职）,2374,梧州职业学院,公办,45,广西,综合类,
4514,崇左市,0,,2,2,专科（高职）,2375,广西理工职业技术学院,民办,45,广西,理工类,
4401,广州市,440106,天河区,2,2,专科（高职）,2050,广东体育职业技术学院,公办,44,广东,体育类,
6501,乌鲁木齐市,650106,头屯河区,2,2,专科（高职）,3304,新疆工业职业技术学院,公办,65,新疆,理工类,
5301,昆明市,0,,2,2,专科（高职）,3321,昆明铁道职业技术学院,公办,53,云南,理工类,
3609,宜春市,360982,樟树市,2,2,专科（高职）,941,江西农业工程职业学院,公办,36,江西,农林类,
3401,合肥市,340111,包河区,2,2,专科（高职）,1822,安徽体育运动职业技术学院,公办,34,安徽,体育类,
5001,重庆市,500107,九龙坡区,2,2,专科（高职）,2916,重庆轻工职业学院,民办,50,重庆,理工类,
3701,济南市,0,,2,2,专科（高职）,2138,山东圣翰财贸职业学院,民办,37,山东,综合类,
6201,兰州市,620102,城关区,2,2,专科（高职）,1721,甘肃农业职业技术学院,公办,62,甘肃,农林类,
5201,贵阳市,520181,清镇市,2,2,专科（高职）,3225,贵阳幼儿师范高等专科学校,公办,52,贵州,师范类,
5301,昆明市,530103,盘龙区,2,2,专科（高职）,2528,云南经贸外事职业学院,民办,53,云南,综合类,
3505,泉州市,0,,2,2,专科（高职）,1876,泉州经贸职业技术学院,公办,35,福建,财经类,
4514,崇左市,451402,江州区,2,2,专科（高职）,3048,崇左幼儿师范高等专科学校,公办,45,广西,师范类,
2109,阜新市,210902,海州区,2,2,专科（高职）,1675,阜新高等专科学校,公办,21,辽宁,综合类,
1403,阳泉市,0,,2,2,专科（高职）,3278,阳泉职业技术学院,公办,14,山西,综合类,
3401,合肥市,0,,2,2,专科（高职）,1566,安徽涉外经济职业学院,民办,34,安徽,财经类,
3601,南昌市,360111,青山湖区,2,2,专科（高职）,950,江西艺术职业学院,公办,36,江西,艺术类,
3205,苏州市,0,,2,2,专科（高职）,2217,苏州健雄职业技术学院,公办,32,江苏,理工类,
1506,鄂尔多斯市,0,,2,2,专科（高职）,2319,鄂尔多斯职业学院,公办,15,内蒙古,综合类,
5201,贵阳市,520181,清镇市,2,2,专科（高职）,3300,贵州食品工程职业学院,公办,52,贵州,综合类,
1309,沧州市,130981,泊头市,2,2,专科（高职）,2307,沧州幼儿师范高等专科学校,公办,13,河北,综合类,
2104,抚顺市,0,,2,2,专科（高职）,1680,抚顺职业技术学院,公办,21,辽宁,综合类,
5101,成都市,0,,2,2,专科（高职）,3095,四川文轩职业学院,民办,51,四川,综合类,
5110,内江市,511083,隆昌市,2,2,专科（高职）,3203,川南幼儿师范高等专科学校,公办,51,四川,师范类,
3301,杭州市,330106,西湖区,1,1,普通本科,3429,浙江大学医学院,公办,33,浙江,医药类,双一流
2308,佳木斯市,230811,郊区,2,2,专科（高职）,2529,佳木斯职业学院,公办,23,黑龙江,综合类,
4510,百色市,451002,右江区,2,2,专科（高职）,1757,广西工程职业学院,民办,45,广西,理工类,
5001,重庆市,500120,璧山区,2,2,普通本科,3624,重庆中医药学院,公办,50,重庆,医药类,
3501,福州市,0,,2,2,专科（高职）,1915,福州科技职业技术学院,民办,35,福建,理工类,
4301,长沙市,430121,长沙县,2,2,专科（高职）,2047,湖南都市职业学院,民办,43,湖南,综合类,
6301,西宁市,0,,2,2,专科（高职）,2279,青海警官职业学院,公办,63,青海,政法类,
5107,绵阳市,0,,2,2,专科（高职）,3074,四川电子机械职业技术学院,民办,51,四川,综合类,
5331,德宏傣族景颇族自治州,0,,2,2,专科（高职）,2164,德宏师范高等专科学校,公办,53,云南,师范类,
1307,张家口市,130705,宣化区,2,2,专科（高职）,2308,宣化科技职业学院,公办,13,河北,综合类,
2308,佳木斯市,230804,前进区,2,2,专科（高职）,739,黑龙江农业职业技术学院,公办,23,黑龙江,农林类,
3206,南通市,320602,崇川区,2,2,专科（高职）,2209,南通科技职业学院,公办,32,江苏,农林类,
6501,乌鲁木齐市,650107,达坂城区,2,2,专科（高职）,2078,新疆能源职业技术学院,民办,65,新疆,理工类,
3202,无锡市,0,,2,2,专科（高职）,1597,无锡南洋职业技术学院,民办,32,江苏,综合类,
6401,银川市,0,,2,2,专科（高职）,2283,宁夏职业技术学院,公办,64,宁夏,综合类,
6106,延安市,610602,宝塔区,2,2,专科（高职）,2247,延安职业技术学院,公办,61,陕西,综合类,
3202,无锡市,320206,惠山区,2,2,专科（高职）,1453,江南影视艺术职业学院,民办,32,江苏,艺术类,
1408,运城市,0,,2,2,专科（高职）,1641,运城幼儿师范高等专科学校,公办,14,山西,师范类,
3601,南昌市,360105,湾里区,2,2,普通本科,3464,江西软件职业技术大学,民办,36,江西,理工类,
6202,嘉峪关市,0,,2,2,专科（高职）,1723,甘肃钢铁职业技术学院,公办,62,甘肃,理工类,
1401,太原市,0,,2,2,专科（高职）,1648,山西财贸职业技术学院,公办,14,山西,财经类,
5001,重庆市,500111,大足区,2,2,专科（高职）,3075,重庆科技职业学院,民办,50,重庆,理工类,
1401,太原市,0,,2,2,专科（高职）,1658,太原旅游职业学院,公办,14,山西,其他,
4501,南宁市,450110,武鸣区,2,2,专科（高职）,2376,广西经济职业学院,民办,45,广西,财经类,
3401,合肥市,0,,2,2,专科（高职）,1828,安徽电气工程职业技术学院,公办,34,安徽,理工类,
1407,晋中市,0,,2,2,专科（高职）,2647,晋中师范高等专科学校,公办,14,山西,师范类,
3702,青岛市,370213,李沧区,2,2,普通本科,2978,海军潜艇学院,公办,37,山东,军事类,
5227,黔南布依族苗族自治州,522731,惠水县,2,2,专科（高职）,3116,贵州盛华职业学院,民办,52,贵州,综合类,
4310,郴州市,431003,苏仙区,2,2,专科（高职）,2011,郴州职业技术学院,公办,43,湖南,综合类,
3606,鹰潭市,0,,2,2,专科（高职）,954,鹰潭职业技术学院,公办,36,江西,综合类,
4301,长沙市,430112,望城区,2,2,专科（高职）,2046,湖南电子科技职业学院,民办,43,湖南,综合类,
3505,泉州市,0,,2,2,专科（高职）,2422,泉州轻工职业学院,民办,35,福建,综合类,
4301,长沙市,0,,2,2,专科（高职）,2005,湖南网络工程职业学院,公办,43,湖南,综合类,
3501,福州市,350102,鼓楼区,2,2,专科（高职）,1896,福州英华职业学院,民办,35,福建,语言类,
4117,驻马店市,411702,驿城区,2,2,专科（高职）,2447,驻马店职业技术学院,公办,41,河南,理工类,
4301,长沙市,0,,2,2,专科（高职）,2930,湖南食品药品职业学院,公办,43,湖南,医药类,
3309,舟山市,0,,2,2,专科（高职）,1789,浙江国际海运职业技术学院,公办,33,浙江,综合类,
6401,银川市,0,,2,2,专科（高职）,2284,宁夏工商职业技术学院,公办,64,宁夏,财经类,
1310,廊坊市,131002,安次区,2,2,专科（高职）,2643,廊坊燕京职业技术学院,公办,13,河北,综合类,
3412,阜阳市,0,,2,2,专科（高职）,3256,阜阳幼儿师范高等专科学校,公办,34,安徽,师范类,
8101,香港岛,810102,湾仔区,2,2,普通本科,1270,香港演艺学院,公办,81,香港,艺术类,
6101,西安市,0,,2,2,普通本科,2992,中国人民解放军陆军边海防学院,公办,61,陕西,军事类,
3401,合肥市,0,,2,2,专科（高职）,1816,合肥通用职业技术学院,公办,34,安徽,理工类,
1306,保定市,0,,2,2,专科（高职）,1602,冀中职业学院,公办,13,河北,综合类,
1507,呼伦贝尔市,0,,2,2,专科（高职）,3222,扎兰屯职业学院,公办,15,内蒙古,综合类,
8102,九龙半岛,810202,深水埗区,2,2,普通本科,2626,香港浸会大学,公办,81,香港,综合类,
3605,新余市,0,,2,2,专科（高职）,951,赣西科技职业学院,民办,36,江西,综合类,
4418,清远市,441802,清城区,2,2,专科（高职）,3238,广东碧桂园职业学院,民办,44,广东,综合类,
5001,重庆市,500117,合川区,2,2,专科（高职）,1501,重庆应用技术职业学院,民办,50,重庆,财经类,
6101,西安市,0,,2,2,专科（高职）,1454,陕西电子信息职业技术学院,民办,61,陕西,理工类,
1301,石家庄市,130105,新华区,2,2,专科（高职）,1603,河北劳动关系职业学院,公办,13,河北,综合类,
1101,北京市,110108,海淀区,2,2,普通本科,3006,北京航空航天大学软件学院,公办,11,北京,理工类,
1408,运城市,0,,2,2,专科（高职）,1664,山西运城农业职业技术学院,公办,14,山西,农林类,
4201,武汉市,0,,2,2,专科（高职）,1955,湖北艺术职业学院,公办,42,湖北,艺术类,
1201,天津市,120111,西青区,2,2,专科（高职）,1560,天津广播影视职业学院,公办,12,天津,艺术类,
3501,福州市,0,,2,2,专科（高职）,1879,福建生物工程职业技术学院,公办,35,福建,医药类,
2201,长春市,0,,2,2,专科（高职）,2657,吉林科技职业技术学院,民办,22,吉林,理工类,
3404,淮南市,340404,谢家集区,2,2,专科（高职）,1817,安徽工贸职业技术学院,公办,34,安徽,理工类,
3506,漳州市,0,,2,2,专科（高职）,1911,漳州理工职业学院,民办,35,福建,理工类,
4290,省直辖县级行政区划,429005,潜江市,2,2,专科（高职）,1957,江汉艺术职业学院,公办,42,湖北,艺术类,
4102,开封市,410202,龙亭区,2,2,专科（高职）,2674,开封文化艺术职业学院,公办,41,河南,艺术类,
5206,铜仁市,520602,碧江区,2,2,专科（高职）,3307,贵州健康职业学院,公办,52,贵州,医药类,
3408,安庆市,0,,2,2,专科（高职）,2665,桐城师范高等专科学校,公办,34,安徽,师范类,
4201,武汉市,0,,2,2,专科（高职）,1979,武汉信息传播职业技术学院,民办,42,湖北,理工类,
6205,天水市,620502,秦州区,2,2,专科（高职）,2695,甘肃机电职业技术学院,公办,62,甘肃,理工类,
3502,厦门市,0,,2,2,专科（高职）,2423,厦门安防科技职业学院,民办,35,福建,综合类,
4101,郑州市,410183,新密市,2,2,专科（高职）,3036,郑州黄河护理职业学院,民办,41,河南,医药类,
4111,漯河市,411102,源汇区,2,2,专科（高职）,2453,漯河食品职业学院,民办,41,河南,综合类,
3201,南京市,0,,2,2,专科（高职）,2230,南京视觉艺术职业学院,民办,32,江苏,艺术类,
2207,松原市,0,,2,2,专科（高职）,1617,松原职业技术学院,公办,22,吉林,综合类,
2301,哈尔滨市,0,,2,2,专科（高职）,2193,黑龙江公安警官职业学院,公办,23,黑龙江,政法类,
2102,大连市,210203,西岗区,2,2,专科（高职）,1698,大连软件职业学院,民办,21,辽宁,理工类,
1101,北京市,110108,海淀区,2,2,专科（高职）,2641,北京艺术传媒职业学院,民办,11,北京,艺术类,
3210,扬州市,0,,2,2,专科（高职）,1459,江海职业技术学院,民办,32,江苏,理工类,
5303,曲靖市,0,,2,2,专科（高职）,2175,云南能源职业技术学院,公办,53,云南,理工类,
6108,榆林市,610802,榆阳区,2,2,专科（高职）,2693,榆林职业技术学院,公办,61,陕西,理工类,
4602,三亚市,0,,2,2,专科（高职）,2292,三亚城市职业学院,民办,46,海南,综合类,
4413,惠州市,0,,2,2,专科（高职）,3220,惠州城市职业学院,公办,44,广东,综合类,
3505,泉州市,350525,永春县,2,2,专科（高职）,1912,泉州华光职业学院,民办,35,福建,综合类,
1401,太原市,140106,迎泽区,2,2,专科（高职）,1644,山西艺术职业学院,公办,14,山西,艺术类,
3401,合肥市,340111,包河区,2,2,专科（高职）,1837,安徽艺术职业学院,公办,34,安徽,艺术类,
6403,吴忠市,640302,利通区,2,2,专科（高职）,2281,宁夏民族职业技术学院,公办,64,宁夏,民族类,
6501,乌鲁木齐市,650106,头屯河区,2,2,专科（高职）,2077,新疆现代职业技术学院,民办,65,新疆,医药类,
3205,苏州市,0,,2,2,专科（高职）,2223,苏州托普信息职业技术学院,民办,32,江苏,理工类,
3202,无锡市,0,,2,2,专科（高职）,2215,江阴职业技术学院,公办,32,江苏,理工类,
2301,哈尔滨市,230112,阿城区,2,2,专科（高职）,2200,哈尔滨城市职业学院,民办,23,黑龙江,综合类,
5301,昆明市,530113,东川区,2,2,专科（高职）,2182,云南工程职业学院,民办,53,云南,综合类,
5132,阿坝藏族羌族自治州,513223,茂县,2,2,专科（高职）,3400,阿坝职业学院,公办,51,四川,综合类,
3101,上海市,310115,浦东新区,2,2,专科（高职）,1726,上海民远职业技术学院,民办,31,上海,财经类,
3205,苏州市,0,,2,2,专科（高职）,2206,沙洲职业工学院,公办,32,江苏,理工类,
3601,南昌市,0,,2,2,专科（高职）,2426,江西传媒职业学院,公办,36,江西,艺术类,
2101,沈阳市,0,,2,2,专科（高职）,3063,沈阳北软信息职业技术学院,民办,21,辽宁,理工类,
6528,巴音郭楞蒙古自治州,652871,库尔勒经济技术开发区,2,2,专科（高职）,2075,巴音郭楞职业技术学院,公办,65,新疆,理工类,
5205,毕节市,520526,威宁彝族回族苗族自治县,2,2,专科（高职）,3231,贵州工贸职业学院,民办,52,贵州,综合类,
5108,广元市,510802,利州区,2,2,专科（高职）,3421,广元中核职业技术学院,民办,51,四川,理工类,
5328,西双版纳傣族自治州,532801,景洪市,2,2,专科（高职）,2173,西双版纳职业技术学院,公办,53,云南,综合类,
2101,沈阳市,0,,2,2,专科（高职）,1683,沈阳航空职业技术学院,公办,21,辽宁,理工类,
2201,长春市,220104,朝阳区,2,2,专科（高职）,2886,吉林省经济管理干部学院,公办,22,吉林,财经类,
2101,沈阳市,210104,大东区,2,2,专科（高职）,1704,辽宁广告职业学院,民办,21,辽宁,艺术类,
3203,徐州市,0,,2,2,专科（高职）,3090,徐州生物工程职业技术学院,公办,32,江苏,理工类,
4401,广州市,440106,天河区,2,2,专科（高职）,2943,广东舞蹈戏剧职业学院,公办,44,广东,艺术类,
3209,盐城市,0,,2,2,专科（高职）,2218,盐城工业职业技术学院,公办,32,江苏,理工类,
8202,离岛,820201,嘉模堂区,2,2,普通本科,3244,澳门城市大学,民办,82,澳门,综合类,
3502,厦门市,0,,2,2,专科（高职）,1900,厦门演艺职业学院,民办,35,福建,艺术类,
6101,西安市,0,,2,2,专科（高职）,2258,陕西旅游烹饪职业学院,民办,61,陕西,综合类,
3407,铜陵市,0,,2,2,专科（高职）,1845,安徽工业职业技术学院,公办,34,安徽,理工类,
3401,合肥市,0,,2,2,专科（高职）,1841,安徽林业职业技术学院,公办,34,安徽,农林类,
6204,白银市,620402,白银区,2,2,专科（高职）,3128,白银矿冶职业技术学院,公办,62,甘肃,综合类,
1402,大同市,140214,云冈区,2,2,专科（高职）,2646,大同煤炭职业技术学院,公办,14,山西,理工类,
6401,银川市,0,,2,2,专科（高职）,2287,宁夏建设职业技术学院,公办,64,宁夏,理工类,
5401,拉萨市,0,,2,2,专科（高职）,1916,西藏警官高等专科学校,公办,54,西藏,师范类,
3413,宿州市,0,,2,2,专科（高职）,1818,宿州职业技术学院,公办,34,安徽,理工类,
4209,孝感市,420902,孝南区,2,2,专科（高职）,3584,湖北孝感美珈职业学院,民办,42,湖北,综合类,
4114,商丘市,411481,永城市,2,2,专科（高职）,1935,永城职业学院,公办,41,河南,综合类,
6101,西安市,610118,鄠邑区,2,2,普通本科,2986,解放军空军西安飞行学院,公办,61,陕西,军事类,
4304,衡阳市,430407,石鼓区,2,2,专科（高职）,2679,湖南工商职业学院,民办,43,湖南,理工类,
3509,宁德市,0,,2,2,专科（高职）,1884,宁德职业技术学院,公办,35,福建,综合类,
1401,太原市,140105,小店区,2,2,专科（高职）,1654,山西体育职业学院,公办,14,山西,体育类,
3203,徐州市,0,,2,2,专科（高职）,2226,九州职业技术学院,民办,32,江苏,理工类,
3402,芜湖市,0,,2,2,专科（高职）,2923,安徽扬子职业技术学院,民办,34,安徽,理工类,
5107,绵阳市,510703,涪城区,2,2,专科（高职）,2918,四川汽车职业技术学院,民办,51,四川,理工类,
3401,合肥市,0,,2,2,专科（高职）,2418,合肥信息技术职业学院,民办,34,安徽,理工类,
6101,西安市,610103,碑林区,2,2,专科（高职）,3097,陕西艺术职业学院,公办,61,陕西,艺术类,
6201,兰州市,620171,兰州新区,2,2,专科（高职）,3292,甘肃财贸职业学院,公办,62,甘肃,财经类,
1309,沧州市,0,,2,2,专科（高职）,3124,渤海理工职业学院,民办,13,河北,理工类,
3601,南昌市,0,,2,2,专科（高职）,2440,江西泰豪动漫职业学院,民办,36,江西,综合类,
6102,铜川市,0,,2,2,专科（高职）,2250,铜川职业技术学院,公办,61,陕西,综合类,
3209,盐城市,0,,2,2,专科（高职）,3342,盐城幼儿师范高等专科学校,公办,32,江苏,师范类,
1304,邯郸市,130473,邯郸冀南新区,2,2,专科（高职）,3495,邯郸科技职业学院,公办,13,河北,理工类,
2201,长春市,0,,2,2,专科（高职）,1622,长春东方职业学院,民办,22,吉林,医药类,
4201,武汉市,0,,2,2,专科（高职）,1976,武汉工贸职业学院,民办,42,湖北,综合类,
3101,上海市,310109,虹口区,2,2,专科（高职）,3574,上海南湖职业技术学院,公办,31,上海,综合类,
5329,大理白族自治州,0,,2,2,专科（高职）,3322,大理护理职业学院,公办,53,云南,医药类,
5401,拉萨市,0,,2,2,专科（高职）,1917,拉萨师范高等专科学校,公办,54,西藏,师范类,
2301,哈尔滨市,230103,南岗区,2,2,专科（高职）,762,黑龙江艺术职业学院,公办,23,黑龙江,艺术类,
3701,济南市,370105,天桥区,2,2,专科（高职）,3192,山东艺术设计职业学院,民办,37,山东,艺术类,
5301,昆明市,530181,安宁市,2,2,专科（高职）,3437,云南理工职业学院,民办,53,云南,理工类,
4101,郑州市,0,,2,2,专科（高职）,3363,河南轻工职业学院,公办,41,河南,理工类,
2305,双鸭山市,230502,尖山区,2,2,专科（高职）,733,黑龙江能源职业学院,公办,23,黑龙江,理工类,
5325,红河哈尼族彝族自治州,0,,2,2,专科（高职）,3112,红河卫生职业学院,公办,53,云南,医药类,
1403,阳泉市,0,,2,2,专科（高职）,2644,阳泉师范高等专科学校,公办,14,山西,师范类,
4309,益阳市,430902,资阳区,2,2,专科（高职）,2027,益阳职业技术学院,公办,43,湖南,综合类,
3205,苏州市,0,,2,2,专科（高职）,2662,苏州工业园区服务外包职业学院,公办,32,江苏,理工类,
3501,福州市,0,,2,2,专科（高职）,1914,福州软件职业技术学院,民办,35,福建,综合类,
4503,桂林市,450312,临桂区,2,2,专科（高职）,1759,桂林山水职业学院,民办,45,广西,综合类,
4113,南阳市,411303,卧龙区,2,2,专科（高职）,2906,南阳职业学院,民办,41,河南,综合类,
3401,合肥市,340103,庐阳区,2,2,专科（高职）,1852,民办合肥经济技术职业学院,民办,34,安徽,综合类,
3610,抚州市,0,,2,2,专科（高职）,3355,抚州幼儿师范高等专科学校,公办,36,江西,师范类,
2301,哈尔滨市,0,,2,2,专科（高职）,3211,黑龙江冰雪体育职业学院,公办,23,黑龙江,体育类,
5301,昆明市,530124,富民县,2,2,专科（高职）,2183,云南城市建设职业学院,民办,53,云南,综合类,
4331,湘西土家族苗族自治州,433101,吉首市,2,2,专科（高职）,2025,湘西民族职业技术学院,公办,43,湖南,民族类,
4301,长沙市,430121,长沙县,2,2,专科（高职）,3111,湖南三一工业职业技术学院,民办,43,湖南,理工类,
1301,石家庄市,130104,桥西区,2,2,专科（高职）,2859,河北资源环境职业技术学院,公办,13,河北,理工类,
5301,昆明市,530112,西山区,2,2,专科（高职）,2171,云南文化艺术职业学院,公办,53,云南,艺术类,
5301,昆明市,530114,呈贡区,2,2,专科（高职）,2187,云南新兴职业学院,民办,53,云南,医药类,
4303,湘潭市,430304,岳塘区,2,2,专科（高职）,2037,湖南电气职业技术学院,公办,43,湖南,理工类,
3401,合肥市,0,,2,2,专科（高职）,1843,安徽新闻出版职业技术学院,公办,34,安徽,综合类,
3301,杭州市,0,,2,2,专科（高职）,1790,浙江体育职业技术学院,公办,33,浙江,体育类,
3310,台州市,0,,2,2,专科（高职）,2403,浙江汽车职业技术学院,民办,33,浙江,理工类,
3505,泉州市,0,,2,2,专科（高职）,1882,泉州工艺美术职业学院,公办,35,福建,艺术类,
3401,合肥市,340172,合肥经济技术开发区,2,2,专科（高职）,2419,民办合肥滨湖职业技术学院,民办,34,安徽,理工类,
4408,湛江市,440811,麻章区,2,2,专科（高职）,3236,湛江幼儿师范专科学校,公办,44,广东,师范类,
3410,黄山市,0,,2,2,专科（高职）,2666,黄山职业技术学院,公办,34,安徽,综合类,
3401,合肥市,0,,2,2,专科（高职）,3247,安徽公安职业学院,公办,34,安徽,政法类,
2201,长春市,0,,2,2,专科（高职）,3328,长春师范高等专科学校,公办,22,吉林,师范类,
6301,西宁市,0,,2,2,专科（高职）,1568,青海建筑职业技术学院,公办,63,青海,理工类,
3303,温州市,0,,2,2,专科（高职）,3349,浙江安防职业技术学院,公办,33,浙江,其他,
8202,离岛,820201,嘉模堂区,2,2,普通本科,2811,澳门旅游大学,公办,82,澳门,综合类,
3716,滨州市,371602,滨城区,2,2,专科（高职）,3578,滨州科技职业学院,民办,37,山东,理工类,
1301,石家庄市,130108,裕华区,2,2,专科（高职）,2856,河北青年管理干部学院,公办,13,河北,综合类,
2105,本溪市,210504,明山区,2,2,专科（高职）,2655,辽宁冶金职业技术学院,公办,21,辽宁,理工类,
8103,新界,810306,屯门区,2,2,普通本科,2619,香港岭南大学,公办,81,香港,综合类,
5001,重庆市,500113,巴南区,2,2,专科（高职）,3523,重庆理工职业学院,民办,50,重庆,理工类,
4110,许昌市,411002,魏都区,2,2,专科（高职）,2913,许昌电气职业学院,公办,41,河南,理工类,
3201,南京市,0,,2,2,专科（高职）,2228,正德职业技术学院,民办,32,江苏,理工类,
5117,达州市,511702,通川区,2,2,专科（高职）,3433,达州中医药职业学院,公办,51,四川,医药类,
4115,信阳市,411502,浉河区,2,2,普通本科,2985,解放军空军第一航空学院,公办,41,河南,军事类,
5304,玉溪市,0,,2,2,专科（高职）,2174,玉溪农业职业技术学院,公办,53,云南,农林类,
5401,拉萨市,0,,2,2,专科（高职）,1918,西藏职业技术学院,公办,54,西藏,综合类,
6532,和田地区,653201,和田市,2,2,专科（高职）,2067,新疆维吾尔医学专科学校,公办,65,新疆,医药类,
3208,淮安市,0,,2,2,专科（高职）,933,炎黄职业技术学院,民办,32,江苏,理工类,
4101,郑州市,410105,金水区,2,2,专科（高职）,1943,嵩山少林武术职业学院,民办,41,河南,综合类,
2101,沈阳市,0,,2,2,专科（高职）,3228,辽宁民族师范高等专科学校,公办,21,辽宁,师范类,
3401,合肥市,340102,瑶海区,2,2,专科（高职）,3066,合肥科技职业学院,民办,34,安徽,理工类,
3401,合肥市,0,,2,2,专科（高职）,1850,合肥共达职业技术学院,民办,34,安徽,理工类,
3301,杭州市,330106,西湖区,2,2,普通本科,3266,浙江音乐学院,公办,33,浙江,艺术类,
3205,苏州市,0,,2,2,专科（高职）,2229,昆山登云科技职业学院,民办,32,江苏,理工类,
3501,福州市,0,,2,2,专科（高职）,1885,福建体育职业技术学院,公办,35,福建,体育类,
4201,武汉市,0,,2,2,专科（高职）,1978,湖北开放职业学院,民办,42,湖北,综合类,
4409,茂名市,440902,茂南区,2,2,专科（高职）,3239,广东茂名幼儿师范专科学校,公办,44,广东,师范类,
