0,工学学士,0,0,本科,工学,电气类,能源互联网工程,四年
0,工学学士,0,0,本科,工学,电气类,智慧能源工程,四年
0,工学学士,0,0,本科,工学,电气类,电动载运工程,四年
0,工学学士,0,0,本科,工学,电气类,大功率半导体科学与工程,四年
73,理学学士,工学学士,12900,27,本科,工学,电子信息类,电子信息工程,四年
77,理学学士,工学学士,13200,23,本科,工学,电子信息类,电子科学与技术,四年
66,工学学士,13600,34,本科,工学,电子信息类,通信工程,四年
77,理学学士,工学学士,14400,23,本科,工学,电子信息类,微电子科学与工程,四年
77,理学学士,工学学士,13000,23,本科,工学,电子信息类,光电信息科学与工程,四年
71,工学学士,14300,29,本科,工学,电子信息类,信息工程,四年
46,工学学士,14400,54,本科,工学,电子信息类,广播电视工程,四年
74,工学学士,14300,26,本科,工学,电子信息类,水声工程,四年
78,工学学士,15900,22,本科,工学,电子信息类,电子封装技术,四年
84,工学学士,13700,16,本科,工学,电子信息类,集成电路设计与集成系统,四年
51,工学学士,12800,49,本科,工学,电子信息类,医学信息工程,四年
80,工学学士,16800,20,本科,工学,电子信息类,电磁场与无线技术,四年
74,工学学士,15100,26,本科,工学,电子信息类,电波传播与天线,四年
68,理学学士,工学学士,12700,32,本科,工学,电子信息类,电子信息科学与技术,四年
60,工学学士,14500,40,本科,工学,电子信息类,电信工程及管理,四年
55,工学学士,10800,45,本科,工学,电子信息类,应用电子技术教育,四年
70,工学学士,0,30,本科,工学,电子信息类,人工智能,四年
0,工学学士,0,0,本科,工学,电子信息类,海洋信息工程,四年
0,工学学士,0,0,本科,工学,电子信息类,柔性电子学,四年
0,工学学士,0,0,本科,工学,电子信息类,智能测控工程,四年
0,工学学士,0,0,本科,工学,电子信息类,智能视觉工程,四年
81,工学学士,12100,19,本科,工学,自动化类,自动化,四年
67,工学学士,12900,33,本科,工学,自动化类,轨道交通信号与控制,四年
0,工学学士,0,0,本科,工学,自动化类,机器人工程,四年
0,工学学士,0,0,本科,工学,自动化类,邮政工程,四年
0,工学学士,0,0,本科,工学,自动化类,核电技术与控制工程,四年
0,工学学士,0,0,本科,工学,自动化类,智能装备与系统,四年
0,工学学士,0,0,本科,工学,自动化类,工业智能,四年
0,工学学士,0,0,本科,工学,自动化类,智能工程与创意设计,四年
66,理学学士,工学学士,14200,34,本科,工学,计算机类,计算机科学与技术,四年
73,工学学士,16700,27,本科,工学,计算机类,软件工程,四年
71,工学学士,13200,29,本科,工学,计算机类,网络工程,四年
65,理学学士,工学学士,管理学学士,13800,35,本科,工学,计算机类,信息安全,四年
66,工学学士,17200,34,本科,工学,计算机类,物联网工程,四年
51,工学学士,12200,49,本科,工学,计算机类,数字媒体技术,四年
73,理学学士,工学学士,16600,27,本科,工学,计算机类,智能科学与技术,四年
63,工学学士,16500,37,本科,工学,计算机类,空间信息与数字技术,四年
79,工学学士,15000,21,本科,工学,计算机类,电子与计算机工程,四年
0,理学学士,工学学士,0,0,本科,工学,计算机类,数据科学与大数据技术,四年
0,工学学士,0,0,本科,工学,计算机类,网络空间安全,四年
0,工学学士,0,0,本科,工学,计算机类,新媒体技术,四年
0,工学学士,0,0,本科,工学,计算机类,电影制作,四年
0,工学学士,0,0,本科,工学,计算机类,保密技术,四年
